Enzyme,Ligand,Energy,LB,UB,num_torsions
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-6.266,0.0,0.0,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-6.118,1.182,4.927,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.647,1.578,2.711,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.296,24.56,25.638,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.257,18.701,19.359,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.184,18.713,20.195,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-3.903,21.494,22.153,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-3.887,16.179,18.925,4
CalA_wt_Alphafold,4_Methoxyphenethyl_alcohol,-3.755,18.719,19.358,4
CalA_wt_Alphafold,Caffeic_Acid,-6.983,0.0,0.0,5
CalA_wt_Alphafold,Caffeic_Acid,-6.916,3.751,7.865,5
CalA_wt_Alphafold,Caffeic_Acid,-6.842,1.202,5.923,5
CalA_wt_Alphafold,Caffeic_Acid,-6.759,1.121,2.082,5
CalA_wt_Alphafold,Caffeic_Acid,-6.276,1.439,2.507,5
CalA_wt_Alphafold,Caffeic_Acid,-5.73,24.443,26.03,5
CalA_wt_Alphafold,Caffeic_Acid,-5.263,4.411,6.57,5
CalA_wt_Alphafold,Caffeic_Acid,-5.101,20.911,21.603,5
CalA_wt_Alphafold,Caffeic_Acid,-4.008,1.385,5.819,5
CalA_wt_Alphafold,Cinnamyl_alcohol,-6.433,0.0,0.0,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-6.222,0.304,2.008,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-5.756,5.38,8.237,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-5.607,20.569,21.673,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-5.571,4.527,6.893,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-4.571,19.553,20.854,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-4.57,19.546,20.87,3
CalA_wt_Alphafold,Cinnamyl_alcohol,-4.32,19.922,21.753,3
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-4.017,0.0,0.0,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.956,5.201,6.788,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.858,2.444,4.231,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.684,17.441,20.852,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.651,25.11,27.108,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.553,25.214,27.44,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.442,4.427,6.065,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.122,20.198,21.903,4
CalA_wt_Alphafold,dimethoxybenzyl_alcohol,-3.032,3.847,5.304,4
CalA_wt_Alphafold,Ferulic_Acid,-6.353,0.0,0.0,5
CalA_wt_Alphafold,Ferulic_Acid,-6.206,1.064,2.418,5
CalA_wt_Alphafold,Ferulic_Acid,-6.142,1.572,6.062,5
CalA_wt_Alphafold,Ferulic_Acid,-5.33,1.557,5.633,5
CalA_wt_Alphafold,Ferulic_Acid,-4.294,19.406,20.258,5
CalA_wt_Alphafold,Ferulic_Acid,-4.196,18.464,20.934,5
CalA_wt_Alphafold,Ferulic_Acid,-4.153,19.93,21.392,5
CalA_wt_Alphafold,Ferulic_Acid,-4.022,19.447,21.464,5
CalA_wt_Alphafold,Gallic_acid,-5.353,0.0,0.0,5
CalA_wt_Alphafold,Gallic_acid,-5.325,23.994,25.809,5
CalA_wt_Alphafold,Gallic_acid,-5.143,23.41,25.092,5
CalA_wt_Alphafold,Gallic_acid,-5.143,23.38,25.077,5
CalA_wt_Alphafold,Gallic_acid,-5.112,23.886,25.567,5
CalA_wt_Alphafold,Gallic_acid,-5.101,23.9,25.463,5
CalA_wt_Alphafold,Gallic_acid,-4.601,10.959,12.54,5
CalA_wt_Alphafold,Gallic_acid,-4.599,10.975,12.366,5
CalA_wt_Alphafold,Gallic_acid,-4.539,31.061,32.733,5
CalA_wt_Alphafold,Verytryl_Alcohol,-4.944,0.0,0.0,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.901,2.565,5.884,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.834,2.581,5.526,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.397,18.213,20.348,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.317,2.505,3.742,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.288,18.84,19.661,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.254,2.355,4.087,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.164,18.08,20.327,4
CalA_wt_Alphafold,Verytryl_Alcohol,-4.149,19.402,21.858,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.318,0.0,0.0,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.211,3.101,4.431,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.131,3.028,4.156,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.959,2.579,3.278,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.854,1.952,2.342,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.806,3.926,5.674,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.743,3.692,4.939,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.604,3.129,5.435,4
CalB_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.548,2.585,4.863,4
CalB_wt_Alphafold,Caffeic_Acid,-6.434,0.0,0.0,5
CalB_wt_Alphafold,Caffeic_Acid,-5.908,1.308,1.679,5
CalB_wt_Alphafold,Caffeic_Acid,-5.824,3.294,4.59,5
CalB_wt_Alphafold,Caffeic_Acid,-5.789,2.308,5.564,5
CalB_wt_Alphafold,Caffeic_Acid,-5.718,2.812,3.338,5
CalB_wt_Alphafold,Caffeic_Acid,-5.685,3.12,5.409,5
CalB_wt_Alphafold,Caffeic_Acid,-5.64,3.192,4.385,5
CalB_wt_Alphafold,Caffeic_Acid,-5.589,14.973,16.176,5
CalB_wt_Alphafold,Caffeic_Acid,-5.474,1.356,5.804,5
CalB_wt_Alphafold,Cinnamyl_alcohol,-6.357,0.0,0.0,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-6.35,0.151,1.992,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-6.089,1.85,4.972,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-6.052,1.859,4.576,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-6.039,1.694,2.086,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-5.762,2.524,3.371,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-5.585,1.943,2.087,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-5.553,15.966,17.19,3
CalB_wt_Alphafold,Cinnamyl_alcohol,-5.542,3.294,5.739,3
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.719,0.0,0.0,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.602,1.843,5.547,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.589,1.889,6.569,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.436,2.397,3.912,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.411,1.31,3.214,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.236,2.538,5.59,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-5.104,3.164,5.202,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-4.886,2.355,5.769,4
CalB_wt_Alphafold,dimethoxybenzyl_alcohol,-4.648,2.224,3.099,4
CalB_wt_Alphafold,Ferulic_Acid,-6.174,0.0,0.0,5
CalB_wt_Alphafold,Ferulic_Acid,-5.849,1.205,2.455,5
CalB_wt_Alphafold,Ferulic_Acid,-5.781,1.567,2.146,5
CalB_wt_Alphafold,Ferulic_Acid,-5.683,3.138,4.474,5
CalB_wt_Alphafold,Ferulic_Acid,-5.483,3.575,5.568,5
CalB_wt_Alphafold,Ferulic_Acid,-5.35,1.563,6.072,5
CalB_wt_Alphafold,Ferulic_Acid,-5.232,3.225,6.354,5
CalB_wt_Alphafold,Ferulic_Acid,-5.207,4.192,5.669,5
CalB_wt_Alphafold,Ferulic_Acid,-5.202,3.463,4.569,5
CalB_wt_Alphafold,Gallic_acid,-5.551,0.0,0.0,5
CalB_wt_Alphafold,Gallic_acid,-5.508,1.313,4.039,5
CalB_wt_Alphafold,Gallic_acid,-5.498,1.444,2.873,5
CalB_wt_Alphafold,Gallic_acid,-5.461,1.353,4.663,5
CalB_wt_Alphafold,Gallic_acid,-5.184,2.671,4.911,5
CalB_wt_Alphafold,Gallic_acid,-5.078,1.748,4.222,5
CalB_wt_Alphafold,Gallic_acid,-4.599,1.35,4.74,5
CalB_wt_Alphafold,Gallic_acid,-4.535,2.401,4.447,5
CalB_wt_Alphafold,Gallic_acid,-4.496,1.855,4.32,5
CalB_wt_Alphafold,Verytryl_Alcohol,-5.106,0.0,0.0,4
CalB_wt_Alphafold,Verytryl_Alcohol,-5.103,1.862,3.718,4
CalB_wt_Alphafold,Verytryl_Alcohol,-5.094,1.779,2.821,4
CalB_wt_Alphafold,Verytryl_Alcohol,-5.066,2.092,3.35,4
CalB_wt_Alphafold,Verytryl_Alcohol,-4.949,1.747,2.164,4
CalB_wt_Alphafold,Verytryl_Alcohol,-4.687,2.45,4.748,4
CalB_wt_Alphafold,Verytryl_Alcohol,-4.508,2.48,4.023,4
CalB_wt_Alphafold,Verytryl_Alcohol,-4.473,3.093,4.231,4
CalB_wt_Alphafold,Verytryl_Alcohol,-4.426,1.031,3.977,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-5.796,0.0,0.0,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-5.594,19.282,20.942,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-5.543,1.059,4.937,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-5.015,1.762,2.156,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-4.717,1.354,2.231,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-4.674,1.247,5.088,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-4.42,3.642,4.867,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-4.343,2.366,3.818,4
CDULAC_DUBLINIENSIS,4_Methoxyphenethyl_alcohol,-4.303,2.276,2.67,4
CDULAC_DUBLINIENSIS,Caffeic_Acid,-6.32,0.0,0.0,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.771,1.139,2.069,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.432,3.808,4.194,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.366,6.636,8.803,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.337,3.274,5.294,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.194,3.982,5.705,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.148,9.899,12.925,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.08,1.302,2.257,5
CDULAC_DUBLINIENSIS,Caffeic_Acid,-5.048,8.099,8.984,5
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-6.429,0.0,0.0,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-6.392,0.115,1.992,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.935,2.961,5.792,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.917,4.754,7.185,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.913,2.582,4.525,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.876,3.327,4.852,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.875,3.836,6.327,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.849,2.307,4.346,3
CDULAC_DUBLINIENSIS,Cinnamyl_alcohol,-5.825,3.308,5.191,3
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-6.063,0.0,0.0,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.938,2.917,6.399,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.932,2.623,4.355,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.931,1.939,2.456,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.812,1.649,5.771,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.475,1.429,3.188,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.298,2.223,5.233,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.08,2.498,3.182,4
CDULAC_DUBLINIENSIS,dimethoxybenzyl_alcohol,-5.044,2.625,5.282,4
CDULAC_DUBLINIENSIS,Ferulic_Acid,-6.471,0.0,0.0,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.623,1.93,5.81,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.518,3.244,5.52,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.464,3.133,5.289,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.325,4.193,6.611,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.19,2.601,5.55,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.162,2.008,2.232,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.149,2.174,6.066,5
CDULAC_DUBLINIENSIS,Ferulic_Acid,-5.05,7.494,8.518,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.967,0.0,0.0,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.961,0.056,2.402,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.955,1.559,4.901,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.902,1.855,4.567,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.751,7.197,8.662,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.671,2.277,4.457,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.658,6.641,8.682,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.655,2.601,4.409,5
CDULAC_DUBLINIENSIS,Gallic_acid,-4.643,1.54,4.164,5
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-5.437,0.0,0.0,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-5.271,1.381,4.19,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.72,2.487,4.147,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.697,5.989,8.818,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.553,3.084,5.025,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.516,2.112,4.66,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.463,2.098,2.987,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.446,5.72,8.564,4
CDULAC_DUBLINIENSIS,Verytryl_Alcohol,-4.416,5.679,8.555,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.722,0.0,0.0,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.477,1.191,5.106,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.389,6.243,10.283,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.376,10.424,13.883,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.235,3.439,4.665,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-5.211,3.157,4.116,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.893,6.71,9.026,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.845,1.281,2.172,4
CPLIP2_S369A_palmitic_acid_model_4,4_Methoxyphenethyl_alcohol,-4.805,1.319,2.106,4
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-6.422,0.0,0.0,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-6.238,10.822,13.739,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.981,1.598,6.226,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.786,10.122,12.817,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.692,1.374,2.237,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.627,10.02,12.651,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.625,10.198,12.88,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.552,16.693,20.403,5
CPLIP2_S369A_palmitic_acid_model_4,Caffeic_Acid,-5.455,20.279,21.317,5
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.973,0.0,0.0,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.768,11.16,13.085,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.708,11.265,13.059,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.496,11.031,13.231,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.445,19.128,22.306,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.443,10.823,14.13,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.415,10.309,12.952,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.134,18.57,20.609,3
CPLIP2_S369A_palmitic_acid_model_4,Cinnamyl_alcohol,-6.128,11.136,13.739,3
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.966,0.0,0.0,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.808,3.673,8.164,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.801,1.471,3.179,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.801,5.082,7.812,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.587,6.597,10.864,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.577,3.367,4.784,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.535,3.292,4.918,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.515,5.185,8.048,4
CPLIP2_S369A_palmitic_acid_model_4,dimethoxybenzyl_alcohol,-5.488,1.854,2.26,4
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-6.306,0.0,0.0,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-6.284,11.038,13.829,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.978,2.961,4.257,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.935,2.482,5.829,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.841,7.017,9.338,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.807,2.724,6.454,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.797,4.243,8.387,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.564,2.04,5.769,5
CPLIP2_S369A_palmitic_acid_model_4,Ferulic_Acid,-5.428,8.958,12.795,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-5.373,0.0,0.0,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-5.273,0.214,2.409,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-5.153,9.055,10.973,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-5.143,8.894,10.74,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-4.991,7.81,9.674,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-4.97,2.995,5.713,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-4.897,2.063,3.188,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-4.861,7.534,9.665,5
CPLIP2_S369A_palmitic_acid_model_4,Gallic_acid,-4.857,7.552,9.359,5
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-5.498,0.0,0.0,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-5.236,6.414,8.868,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.868,6.24,9.35,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.766,7.12,9.426,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.732,2.718,4.65,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.727,8.863,11.81,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.723,2.496,4.145,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.662,7.858,10.41,4
CPLIP2_S369A_palmitic_acid_model_4,Verytryl_Alcohol,-4.491,4.635,7.363,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.74,0.0,0.0,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.49,1.039,4.972,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.392,11.242,12.036,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.341,9.54,12.593,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.161,6.05,8.934,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.109,3.79,4.602,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.058,10.566,14.051,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-5.007,6.68,10.801,4
CpLIP2_wt_Alphafold,4_Methoxyphenethyl_alcohol,-4.944,8.209,11.684,4
CpLIP2_wt_Alphafold,Caffeic_Acid,-6.117,0.0,0.0,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.998,12.089,13.573,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.978,9.685,12.024,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.947,3.96,6.15,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.822,8.156,10.096,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.69,3.157,3.673,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.679,10.818,12.933,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.618,12.17,13.609,5
CpLIP2_wt_Alphafold,Caffeic_Acid,-5.422,3.34,4.56,5
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.558,0.0,0.0,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.543,11.332,13.091,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.534,11.34,13.243,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.474,10.681,11.563,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.345,11.071,13.118,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.345,10.744,12.095,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-6.245,10.417,11.36,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-5.43,25.233,26.922,3
CpLIP2_wt_Alphafold,Cinnamyl_alcohol,-5.333,25.118,26.786,3
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-6.165,0.0,0.0,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-6.091,9.088,11.212,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-6.056,3.413,4.488,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-5.952,1.539,5.564,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-5.816,2.441,5.805,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-5.79,7.78,12.059,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-5.649,2.039,3.09,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-5.395,3.358,4.699,4
CpLIP2_wt_Alphafold,dimethoxybenzyl_alcohol,-5.361,2.114,3.615,4
CpLIP2_wt_Alphafold,Ferulic_Acid,-6.16,0.0,0.0,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-6.068,9.005,11.178,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.873,7.228,9.795,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.824,10.149,12.665,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.81,8.62,10.511,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.702,5.255,9.415,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.662,2.642,3.85,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.552,8.384,10.662,5
CpLIP2_wt_Alphafold,Ferulic_Acid,-5.428,7.891,10.753,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.305,0.0,0.0,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.301,1.459,4.418,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.298,1.479,4.441,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.271,11.373,12.362,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.265,11.237,12.252,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.107,2.164,4.352,5
CpLIP2_wt_Alphafold,Gallic_acid,-5.101,2.118,4.221,5
CpLIP2_wt_Alphafold,Gallic_acid,-4.922,2.241,4.281,5
CpLIP2_wt_Alphafold,Gallic_acid,-4.82,8.066,10.153,5
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-5.459,0.0,0.0,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-5.278,1.544,4.168,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-5.146,8.683,11.066,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-5.036,6.922,9.419,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-4.978,8.787,10.479,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-4.977,1.881,3.26,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-4.939,8.376,11.177,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-4.931,3.576,5.121,4
CpLIP2_wt_Alphafold,Verytryl_Alcohol,-4.794,2.342,4.042,4
fold_atan1p_wt_alphafold_model_4,4_Methoxyphenethyl_alcohol,-5.041,0.0,0.0,4
fold_atan1p_wt_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.861,1.322,2.156,4
fold_atan1p_wt_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.797,2.668,4.304,4
fold_atan1p_wt_alphafold_model_4,4_Methoxyphenethyl_alcohol,-4.674,2.392,2.905,4
